traceId,segmentId,spanId,parentSpanId,parentSegmentId,serviceCode,serviceInstanceName,startTime,endTime,endpointName,type,peer,component,isError,layer,dbAccess,tags,logs,childs
71aa30e24eec4fd197502682339c87e2.98.16868827200190005,926a64d5923044039fef38ac43c5a84c.94.16868835974870020,2,0,,ts-train-service,c8630c37339742b6b7caae60b68b0a8e@10.244.1.199,1686883597490,1686883597492,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,"[{""key"":""db.type"",""value"":""sql""}, {""key"":""db.instance"",""value"":""ts""}, {""key"":""db.statement"",""value"":""select traintype0_.id as id1_0_, traintype0_.average_speed as average_2_0_, traintype0_.confort_class as confort_3_0_, traintype0_.economy_class as economy_4_0_, traintype0_.name as name5_0_ from train_type traintype0_ where traintype0_.name=?""}]",[],
71aa30e24eec4fd197502682339c87e2.98.16868827200190005,926a64d5923044039fef38ac43c5a84c.94.16868835974870020,3,0,,ts-train-service,c8630c37339742b6b7caae60b68b0a8e@10.244.1.199,1686883597494,1686883597494,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,[],[],
71aa30e24eec4fd197502682339c87e2.98.16868827200190005,8ef3f08d05f245109eae1d3df90db381.86.16868827204680000,14,0,,ts-travel2-service,d468c1f222d248f5b4704e7c76c9861a@10.244.4.53,1686882721161,1686882721161,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,[],[],
f9eede474f3e40dc87876c9cb9d0b01a.146391.16868834587920001,f9eede474f3e40dc87876c9cb9d0b01a.146391.16868834587920000,0,-1,,ts-user-service,5853520222004d2c9ac74a11292103a5@10.244.5.51,1686883458792,1686883458792,Mysql/JDBI/Connection/close,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,"[{""key"":""db.type"",""value"":""sql""}, {""key"":""db.instance"",""value"":""ts""}, {""key"":""db.statement"",""value"":""""}]",[],
56d6e651867b46bc8720379ffd55b2b3.144929.16868836091560001,56d6e651867b46bc8720379ffd55b2b3.144929.16868836091560000,0,-1,,ts-price-service,7494e65f4c8d44dcbd2de806f895c8f5@10.244.2.214,1686883609156,1686883609156,Mysql/JDBI/Connection/close,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,"[{""key"":""db.type"",""value"":""sql""}, {""key"":""db.instance"",""value"":""ts""}, {""key"":""db.statement"",""value"":""""}]",[],
e5428f414f7b4b5cbb205cc39109dca5.146641.16868835976200001,e5428f414f7b4b5cbb205cc39109dca5.146641.16868835976200000,0,-1,,ts-assurance-service,d92c3ce93c2f40a6b71f232b6573f6e3@10.244.5.46,1686883597620,1686883597621,Mysql/JDBI/Connection/close,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,"[{""key"":""db.type"",""value"":""sql""}, {""key"":""db.instance"",""value"":""ts""}, {""key"":""db.statement"",""value"":""""}]",[],
f9eede474f3e40dc87876c9cb9d0b01a.92.16868835963510001,f9eede474f3e40dc87876c9cb9d0b01a.92.16868835963510000,0,-1,,ts-user-service,5853520222004d2c9ac74a11292103a5@10.244.5.51,1686883596351,1686883596422,GET:/api/v1/userservice/users,Entry,,SpringMVC,false,Http,,"[{""key"":""url"",""value"":""http://ts-gateway-service:18888/api/v1/userservice/users""}, {""key"":""http.method"",""value"":""GET""}]",[],
f9eede474f3e40dc87876c9cb9d0b01a.92.16868835963510001,f9eede474f3e40dc87876c9cb9d0b01a.92.16868835963510000,1,0,,ts-user-service,5853520222004d2c9ac74a11292103a5@10.244.5.51,1686883596356,1686883596363,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,[],[],
f9eede474f3e40dc87876c9cb9d0b01a.92.16868835963510001,f9eede474f3e40dc87876c9cb9d0b01a.92.16868835963510000,2,0,,ts-user-service,5853520222004d2c9ac74a11292103a5@10.244.5.51,1686883596365,1686883596366,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,"[{""key"":""db.type"",""value"":""sql""}, {""key"":""db.instance"",""value"":""ts""}, {""key"":""db.statement"",""value"":""select user0_.user_id as user_id1_0_, user0_.document_num as document2_0_, user0_.document_type as document3_0_, user0_.email as email4_0_, user0_.gender as gender5_0_, user0_.password as password6_0_, user0_.user_name as user_nam7_0_ from user user0_""}]",[],
f9eede474f3e40dc87876c9cb9d0b01a.92.16868835963510001,f9eede474f3e40dc87876c9cb9d0b01a.92.16868835963510000,3,0,,ts-user-service,5853520222004d2c9ac74a11292103a5@10.244.5.51,1686883596368,1686883596369,Mysql/JDBI/Connection/commit,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,"[{""key"":""db.type"",""value"":""sql""}, {""key"":""db.instance"",""value"":""ts""}, {""key"":""db.statement"",""value"":""""}]",[],
