traceId,segmentId,spanId,parentSpanId,parentSegmentId,serviceCode,serviceInstanceName,startTime,endTime,endpointName,type,peer,component,isError,layer,dbAccess,tags,logs,childs
263a30c08c65451784dbe36d981c866d.75.16868847134090021,263a30c08c65451784dbe36d981c866d.75.16868847134090020,0,-1,,ts-gateway-service,633a21498ce24089a3ba43761c18e106@10.244.1.194,1686884713409,1686884713411,GET:/api/v1/admintravelservice/admintravel,Entry,,Tomcat,false,Http,,"[{""key"":""url"",""value"":""http://ts-gateway-service:18888/api/v1/admintravelservice/admintravel""}, {""key"":""http.method"",""value"":""GET""}]",[],
be2e86ed655b4b638e6ff0df3d7bd405.91.16868847199100001,be2e86ed655b4b638e6ff0df3d7bd405.91.16868847199100000,0,-1,,ts-admin-basic-info-service,8fd5dd962a9f498fbc7082082979cf74@10.244.3.47,1686884719912,1686884733282,GET:/api/v1/adminbasicservice/adminbasic/stations,Entry,,SpringMVC,false,Http,,"[{""key"":""url"",""value"":""http://ts-gateway-service:18888/api/v1/adminbasicservice/adminbasic/stations""}, {""key"":""http.method"",""value"":""GET""}]",[],
be2e86ed655b4b638e6ff0df3d7bd405.91.16868847199100001,be2e86ed655b4b638e6ff0df3d7bd405.91.16868847199100000,1,0,,ts-admin-basic-info-service,8fd5dd962a9f498fbc7082082979cf74@10.244.3.47,1686884724277,1686884732871,/api/v1/stationservice/stations,Exit,ts-station-service:80,SpringRestTemplate,false,Http,,"[{""key"":""url"",""value"":""http://ts-station-service/api/v1/stationservice/stations""}, {""key"":""http.method"",""value"":""GET""}]",[],
be2e86ed655b4b638e6ff0df3d7bd405.91.16868847199100001,47be2023eda1429b9561b6c2f43ec88e.102.16868838562270006,0,-1,be2e86ed655b4b638e6ff0df3d7bd405.91.16868847199100000,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686883856227,1686883856240,GET:/api/v1/stationservice/stations,Entry,,SpringMVC,false,Http,,"[{""key"":""url"",""value"":""http://ts-gateway-service:18888/api/v1/stationservice/stations""}, {""key"":""http.method"",""value"":""GET""}]",[],
be2e86ed655b4b638e6ff0df3d7bd405.91.16868847199100001,47be2023eda1429b9561b6c2f43ec88e.102.16868838562270006,1,0,,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686883856231,1686883856232,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,[],[],
be2e86ed655b4b638e6ff0df3d7bd405.91.16868847199100001,47be2023eda1429b9561b6c2f43ec88e.102.16868838562270006,2,0,,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686883856233,1686883856234,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,"[{""key"":""db.type"",""value"":""sql""}, {""key"":""db.instance"",""value"":""ts""}, {""key"":""db.statement"",""value"":""select station0_.id as id1_0_, station0_.name as name2_0_, station0_.stay_time as stay_tim3_0_ from station station0_""}]",[],
be2e86ed655b4b638e6ff0df3d7bd405.91.16868847199100001,47be2023eda1429b9561b6c2f43ec88e.102.16868838562270006,3,0,,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686883856236,1686883856236,Mysql/JDBI/Connection/commit,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,"[{""key"":""db.type"",""value"":""sql""}, {""key"":""db.instance"",""value"":""ts""}, {""key"":""db.statement"",""value"":""""}]",[],
be2e86ed655b4b638e6ff0df3d7bd405.91.16868847199100001,47be2023eda1429b9561b6c2f43ec88e.102.16868838562270006,4,0,,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686883856238,1686883856238,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,[],[],
fa8e86c5fab843fda610ecce8e408a87.146464.16868848066430001,fa8e86c5fab843fda610ecce8e408a87.146464.16868848066430000,0,-1,,ts-train-food-service,240dcf8a3044478dbf57d24d6e1c8e47@10.244.5.50,1686884806643,1686884806643,Mysql/JDBI/Connection/close,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,"[{""key"":""db.type"",""value"":""sql""}, {""key"":""db.instance"",""value"":""ts""}, {""key"":""db.statement"",""value"":""""}]",[],
be2e86ed655b4b638e6ff0df3d7bd405.86.16868847936820003,be2e86ed655b4b638e6ff0df3d7bd405.86.16868847936820002,0,-1,,ts-admin-basic-info-service,8fd5dd962a9f498fbc7082082979cf74@10.244.3.47,1686884793682,1686884793828,DELETE:/api/v1/adminbasicservice/adminbasic/trains/{id},Entry,,SpringMVC,false,Http,,"[{""key"":""url"",""value"":""http://ts-gateway-service:18888/api/v1/adminbasicservice/adminbasic/trains/539ae634-9a83-4146-8a8f-93fdb3d0e9ee""}, {""key"":""http.method"",""value"":""DELETE""}]",[],
be2e86ed655b4b638e6ff0df3d7bd405.86.16868847936820003,be2e86ed655b4b638e6ff0df3d7bd405.86.16868847936820002,1,0,,ts-admin-basic-info-service,8fd5dd962a9f498fbc7082082979cf74@10.244.3.47,1686884793692,1686884793824,/api/v1/trainservice/trains/539ae634-9a83-4146-8a8f-93fdb3d0e9ee,Exit,ts-train-service:80,SpringRestTemplate,false,Http,,"[{""key"":""url"",""value"":""http://ts-train-service/api/v1/trainservice/trains/539ae634-9a83-4146-8a8f-93fdb3d0e9ee""}, {""key"":""http.method"",""value"":""DELETE""}]",[],
be2e86ed655b4b638e6ff0df3d7bd405.86.16868847936820003,926a64d5923044039fef38ac43c5a84c.95.16868847937000056,0,-1,be2e86ed655b4b638e6ff0df3d7bd405.86.16868847936820002,ts-train-service,c8630c37339742b6b7caae60b68b0a8e@10.244.1.199,1686884793700,1686884793824,DELETE:/api/v1/trainservice/trains/{id},Entry,,SpringMVC,false,Http,,"[{""key"":""url"",""value"":""http://ts-gateway-service:18888/api/v1/trainservice/trains/539ae634-9a83-4146-8a8f-93fdb3d0e9ee""}, {""key"":""http.method"",""value"":""DELETE""}]",[],
