traceId,segmentId,spanId,parentSpanId,parentSegmentId,serviceCode,serviceInstanceName,startTime,endTime,endpointName,type,peer,component,isError,layer,dbAccess,childs
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.99.16866416355340000,2,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635539,1686641635540,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.99.16866416355340000,3,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635549,1686641635549,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,ac7b04e59f6a44d79afc4e78fe73858b.90.16866416355240002,2,0,,ts-seat-service,f08f2312b3434e339a11e9627752fd2a@10.244.5.55,1686641635551,1686641635567,/api/v1/configservice/configs/DirectTicketAllocationProportion,Exit,ts-config-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdd08f4ae2e0408188e4d509b8a0d791.84.16866416355560002,0,-1,ac7b04e59f6a44d79afc4e78fe73858b.90.16866416355240002,ts-config-service,8d15a172b50547a4b6506500bc0f5eef@10.244.3.48,1686641635556,1686641635566,GET:/api/v1/configservice/configs/{configName},Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdd08f4ae2e0408188e4d509b8a0d791.84.16866416355560002,1,0,,ts-config-service,8d15a172b50547a4b6506500bc0f5eef@10.244.3.48,1686641635561,1686641635562,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdd08f4ae2e0408188e4d509b8a0d791.84.16866416355560002,2,0,,ts-config-service,8d15a172b50547a4b6506500bc0f5eef@10.244.3.48,1686641635562,1686641635563,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdd08f4ae2e0408188e4d509b8a0d791.84.16866416355560002,3,0,,ts-config-service,8d15a172b50547a4b6506500bc0f5eef@10.244.3.48,1686641635566,1686641635566,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,1b02a6ae47274522a96755dab06f2178.89.16866416353960000,5,0,,ts-travel-service,566052650f6646868e32168243308357@10.244.3.55,1686641635572,1686641635648,/api/v1/seatservice/seats/left_tickets,Exit,ts-seat-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,ac7b04e59f6a44d79afc4e78fe73858b.85.16866416355750002,0,-1,1b02a6ae47274522a96755dab06f2178.89.16866416353960000,ts-seat-service,f08f2312b3434e339a11e9627752fd2a@10.244.5.55,1686641635575,1686641635647,POST:/api/v1/seatservice/seats/left_tickets,Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,ac7b04e59f6a44d79afc4e78fe73858b.85.16866416355750002,1,0,,ts-seat-service,f08f2312b3434e339a11e9627752fd2a@10.244.5.55,1686641635615,1686641635630,/api/v1/orderservice/order/tickets,Exit,ts-order-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.90.16866416356190002,0,-1,ac7b04e59f6a44d79afc4e78fe73858b.85.16866416355750002,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635619,1686641635628,POST:/api/v1/orderservice/order/tickets,Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.90.16866416356190002,1,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635623,1686641635623,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.90.16866416356190002,2,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635624,1686641635625,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.90.16866416356190002,3,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635628,1686641635628,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,ac7b04e59f6a44d79afc4e78fe73858b.85.16866416355750002,2,0,,ts-seat-service,f08f2312b3434e339a11e9627752fd2a@10.244.5.55,1686641635631,1686641635644,/api/v1/configservice/configs/DirectTicketAllocationProportion,Exit,ts-config-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdd08f4ae2e0408188e4d509b8a0d791.85.16866416356350002,0,-1,ac7b04e59f6a44d79afc4e78fe73858b.85.16866416355750002,ts-config-service,8d15a172b50547a4b6506500bc0f5eef@10.244.3.48,1686641635635,1686641635644,GET:/api/v1/configservice/configs/{configName},Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdd08f4ae2e0408188e4d509b8a0d791.85.16866416356350002,1,0,,ts-config-service,8d15a172b50547a4b6506500bc0f5eef@10.244.3.48,1686641635640,1686641635640,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdd08f4ae2e0408188e4d509b8a0d791.85.16866416356350002,2,0,,ts-config-service,8d15a172b50547a4b6506500bc0f5eef@10.244.3.48,1686641635640,1686641635641,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdd08f4ae2e0408188e4d509b8a0d791.85.16866416356350002,3,0,,ts-config-service,8d15a172b50547a4b6506500bc0f5eef@10.244.3.48,1686641635644,1686641635644,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,1b02a6ae47274522a96755dab06f2178.89.16866416353960000,6,0,,ts-travel-service,566052650f6646868e32168243308357@10.244.3.55,1686641635650,1686641635651,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,1b02a6ae47274522a96755dab06f2178.89.16866416353960000,7,0,,ts-travel-service,566052650f6646868e32168243308357@10.244.3.55,1686641635655,1686641635655,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,eac5f7b784474806a2fbd6fef4000685.100.16866407634290000,4,0,,ts-preserve-service,11d1102277c24e56a961bc742410c529@10.244.4.56,1686640764173,1686640764294,/api/v1/basicservice/basic/travel,Exit,ts-basic-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,25b0e117f3334fa6addff8e4dcd84716.91.16866416356660000,0,-1,eac5f7b784474806a2fbd6fef4000685.100.16866407634290000,ts-basic-service,f97695a8a5d449f7970f90274868b4a2@10.244.6.38,1686641635666,1686641635779,POST:/api/v1/basicservice/basic/travel,Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,25b0e117f3334fa6addff8e4dcd84716.91.16866416356660000,1,0,,ts-basic-service,f97695a8a5d449f7970f90274868b4a2@10.244.6.38,1686641635673,1686641635684,/api/v1/stationservice/stations/id/shanghai,Exit,ts-station-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,47be2023eda1429b9561b6c2f43ec88e.97.16866407641910002,0,-1,25b0e117f3334fa6addff8e4dcd84716.91.16866416356660000,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686640764191,1686640764198,GET:/api/v1/stationservice/stations/id/{stationNameForId},Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,47be2023eda1429b9561b6c2f43ec88e.97.16866407641910002,1,0,,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686640764194,1686640764194,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,47be2023eda1429b9561b6c2f43ec88e.97.16866407641910002,2,0,,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686640764195,1686640764195,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,47be2023eda1429b9561b6c2f43ec88e.97.16866407641910002,3,0,,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686640764198,1686640764198,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,25b0e117f3334fa6addff8e4dcd84716.91.16866416356660000,2,0,,ts-basic-service,f97695a8a5d449f7970f90274868b4a2@10.244.6.38,1686641635685,1686641635696,/api/v1/stationservice/stations/id/suzhou,Exit,ts-station-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,47be2023eda1429b9561b6c2f43ec88e.98.16866407642030000,0,-1,25b0e117f3334fa6addff8e4dcd84716.91.16866416356660000,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686640764203,1686640764211,GET:/api/v1/stationservice/stations/id/{stationNameForId},Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,47be2023eda1429b9561b6c2f43ec88e.98.16866407642030000,1,0,,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686640764207,1686640764207,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,47be2023eda1429b9561b6c2f43ec88e.98.16866407642030000,2,0,,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686640764207,1686640764208,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,47be2023eda1429b9561b6c2f43ec88e.98.16866407642030000,3,0,,ts-station-service,df4df11928e249dda207ee45888248f0@10.244.4.52,1686640764210,1686640764210,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,25b0e117f3334fa6addff8e4dcd84716.91.16866416356660000,3,0,,ts-basic-service,f97695a8a5d449f7970f90274868b4a2@10.244.6.38,1686641635697,1686641635708,/api/v1/trainservice/trains/byName/DongCheOne,Exit,ts-train-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,926a64d5923044039fef38ac43c5a84c.93.16866416357010000,0,-1,25b0e117f3334fa6addff8e4dcd84716.91.16866416356660000,ts-train-service,c8630c37339742b6b7caae60b68b0a8e@10.244.1.199,1686641635701,1686641635709,GET:/api/v1/trainservice/trains/byName/{name},Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,926a64d5923044039fef38ac43c5a84c.93.16866416357010000,1,0,,ts-train-service,c8630c37339742b6b7caae60b68b0a8e@10.244.1.199,1686641635705,1686641635705,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,926a64d5923044039fef38ac43c5a84c.93.16866416357010000,2,0,,ts-train-service,c8630c37339742b6b7caae60b68b0a8e@10.244.1.199,1686641635706,1686641635707,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,926a64d5923044039fef38ac43c5a84c.93.16866416357010000,3,0,,ts-train-service,c8630c37339742b6b7caae60b68b0a8e@10.244.1.199,1686641635709,1686641635709,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,25b0e117f3334fa6addff8e4dcd84716.91.16866416356660000,4,0,,ts-basic-service,f97695a8a5d449f7970f90274868b4a2@10.244.6.38,1686641635711,1686641635727,/api/v1/routeservice/routes/f3d4d4ef-693b-4456-8eed-59c0d717dd08,Exit,ts-route-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdb854ba86fc4bf5a14df84cf733ff94.91.16866407642290000,0,-1,25b0e117f3334fa6addff8e4dcd84716.91.16866416356660000,ts-route-service,08424a9c6e2943f19a10adcaec26fcba@10.244.4.54,1686640764229,1686640764241,GET:/api/v1/routeservice/routes/{routeId},Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdb854ba86fc4bf5a14df84cf733ff94.91.16866407642290000,1,0,,ts-route-service,08424a9c6e2943f19a10adcaec26fcba@10.244.4.54,1686640764233,1686640764233,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdb854ba86fc4bf5a14df84cf733ff94.91.16866407642290000,2,0,,ts-route-service,08424a9c6e2943f19a10adcaec26fcba@10.244.4.54,1686640764234,1686640764235,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdb854ba86fc4bf5a14df84cf733ff94.91.16866407642290000,3,0,,ts-route-service,08424a9c6e2943f19a10adcaec26fcba@10.244.4.54,1686640764236,1686640764236,Mysql/JDBI/Connection/commit,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdb854ba86fc4bf5a14df84cf733ff94.91.16866407642290000,4,0,,ts-route-service,08424a9c6e2943f19a10adcaec26fcba@10.244.4.54,1686640764237,1686640764238,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdb854ba86fc4bf5a14df84cf733ff94.91.16866407642290000,5,0,,ts-route-service,08424a9c6e2943f19a10adcaec26fcba@10.244.4.54,1686640764238,1686640764239,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,fdb854ba86fc4bf5a14df84cf733ff94.91.16866407642290000,6,0,,ts-route-service,08424a9c6e2943f19a10adcaec26fcba@10.244.4.54,1686640764241,1686640764241,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,25b0e117f3334fa6addff8e4dcd84716.91.16866416356660000,5,0,,ts-basic-service,f97695a8a5d449f7970f90274868b4a2@10.244.6.38,1686641635731,1686641635744,/api/v1/priceservice/prices/f3d4d4ef-693b-4456-8eed-59c0d717dd08/DongCheOne,Exit,ts-price-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,56d6e651867b46bc8720379ffd55b2b3.95.16866416357400002,0,-1,25b0e117f3334fa6addff8e4dcd84716.91.16866416356660000,ts-price-service,7494e65f4c8d44dcbd2de806f895c8f5@10.244.2.214,1686641635740,1686641635749,GET:/api/v1/priceservice/prices/{routeId}/{trainType},Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,56d6e651867b46bc8720379ffd55b2b3.95.16866416357400002,1,0,,ts-price-service,7494e65f4c8d44dcbd2de806f895c8f5@10.244.2.214,1686641635744,1686641635744,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,56d6e651867b46bc8720379ffd55b2b3.95.16866416357400002,2,0,,ts-price-service,7494e65f4c8d44dcbd2de806f895c8f5@10.244.2.214,1686641635745,1686641635746,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,56d6e651867b46bc8720379ffd55b2b3.95.16866416357400002,3,0,,ts-price-service,7494e65f4c8d44dcbd2de806f895c8f5@10.244.2.214,1686641635748,1686641635748,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,eac5f7b784474806a2fbd6fef4000685.100.16866407634290000,5,0,,ts-preserve-service,11d1102277c24e56a961bc742410c529@10.244.4.56,1686640764295,1686640764328,/api/v1/seatservice/seats,Exit,ts-seat-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,ac7b04e59f6a44d79afc4e78fe73858b.84.16866416357870002,0,-1,eac5f7b784474806a2fbd6fef4000685.100.16866407634290000,ts-seat-service,f08f2312b3434e339a11e9627752fd2a@10.244.5.55,1686641635787,1686641635813,POST:/api/v1/seatservice/seats,Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,ac7b04e59f6a44d79afc4e78fe73858b.84.16866416357870002,1,0,,ts-seat-service,f08f2312b3434e339a11e9627752fd2a@10.244.5.55,1686641635795,1686641635809,/api/v1/orderservice/order/tickets,Exit,ts-order-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.92.16866416357990002,0,-1,ac7b04e59f6a44d79afc4e78fe73858b.84.16866416357870002,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635799,1686641635808,POST:/api/v1/orderservice/order/tickets,Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.92.16866416357990002,1,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635803,1686641635803,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.92.16866416357990002,2,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635803,1686641635805,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.92.16866416357990002,3,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635808,1686641635808,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,eac5f7b784474806a2fbd6fef4000685.100.16866407634290000,6,0,,ts-preserve-service,11d1102277c24e56a961bc742410c529@10.244.4.56,1686640764329,1686640764527,/api/v1/orderservice/order,Exit,ts-order-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.91.16866416358210002,0,-1,eac5f7b784474806a2fbd6fef4000685.100.16866407634290000,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635821,1686641636012,POST:/api/v1/orderservice/order,Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.91.16866416358210002,1,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635830,1686641635830,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.91.16866416358210002,2,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635831,1686641635833,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.91.16866416358210002,3,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635977,1686641635978,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.91.16866416358210002,4,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641635987,1686641636006,Mysql/JDBI/PreparedStatement/executeUpdate,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.91.16866416358210002,5,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641636006,1686641636007,Mysql/JDBI/Connection/commit,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,f827a305dcfd4e889eb688163a4ad170.91.16866416358210002,6,0,,ts-order-service,a78bf2a612574a9e8c8b42f149893960@10.244.6.45,1686641636010,1686641636010,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,eac5f7b784474806a2fbd6fef4000685.100.16866407634290000,7,0,,ts-preserve-service,11d1102277c24e56a961bc742410c529@10.244.4.56,1686640764528,1686640764632,/api/v1/assuranceservice/assurances/1/c5be0343-761c-47a2-80c6-b98f858b174c,Exit,ts-assurance-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,e5428f414f7b4b5cbb205cc39109dca5.86.16866416360210000,0,-1,eac5f7b784474806a2fbd6fef4000685.100.16866407634290000,ts-assurance-service,d92c3ce93c2f40a6b71f232b6573f6e3@10.244.5.46,1686641636021,1686641636116,GET:/api/v1/assuranceservice/assurances/{typeIndex}/{orderId},Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,e5428f414f7b4b5cbb205cc39109dca5.86.16866416360210000,1,0,,ts-assurance-service,d92c3ce93c2f40a6b71f232b6573f6e3@10.244.5.46,1686641636030,1686641636031,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,e5428f414f7b4b5cbb205cc39109dca5.86.16866416360210000,2,0,,ts-assurance-service,d92c3ce93c2f40a6b71f232b6573f6e3@10.244.5.46,1686641636031,1686641636032,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,e5428f414f7b4b5cbb205cc39109dca5.86.16866416360210000,3,0,,ts-assurance-service,d92c3ce93c2f40a6b71f232b6573f6e3@10.244.5.46,1686641636034,1686641636035,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,e5428f414f7b4b5cbb205cc39109dca5.86.16866416360210000,4,0,,ts-assurance-service,d92c3ce93c2f40a6b71f232b6573f6e3@10.244.5.46,1686641636036,1686641636048,Mysql/JDBI/PreparedStatement/executeUpdate,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,e5428f414f7b4b5cbb205cc39109dca5.86.16866416360210000,5,0,,ts-assurance-service,d92c3ce93c2f40a6b71f232b6573f6e3@10.244.5.46,1686641636048,1686641636049,Mysql/JDBI/Connection/commit,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,e5428f414f7b4b5cbb205cc39109dca5.86.16866416360210000,6,0,,ts-assurance-service,d92c3ce93c2f40a6b71f232b6573f6e3@10.244.5.46,1686641636114,1686641636114,HikariCP/Connection/close,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,eac5f7b784474806a2fbd6fef4000685.100.16866407634290000,8,0,,ts-preserve-service,11d1102277c24e56a961bc742410c529@10.244.4.56,1686640764632,1686640764715,/api/v1/foodservice/orders,Exit,ts-food-service:80,SpringRestTemplate,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,0a3f6fdc4131469499c55411dc30e916.93.16866407646390000,0,-1,eac5f7b784474806a2fbd6fef4000685.100.16866407634290000,ts-food-service,f236cde46a5b41d5851ffe56f0969390@10.244.4.49,1686640764639,1686640764713,POST:/api/v1/foodservice/orders,Entry,,SpringMVC,false,Http,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,0a3f6fdc4131469499c55411dc30e916.93.16866407646390000,1,0,,ts-food-service,f236cde46a5b41d5851ffe56f0969390@10.244.4.49,1686640764648,1686640764650,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,0a3f6fdc4131469499c55411dc30e916.93.16866407646390000,2,0,,ts-food-service,f236cde46a5b41d5851ffe56f0969390@10.244.4.49,1686640764650,1686640764651,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,0a3f6fdc4131469499c55411dc30e916.93.16866407646390000,3,0,,ts-food-service,f236cde46a5b41d5851ffe56f0969390@10.244.4.49,1686640764653,1686640764654,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,0a3f6fdc4131469499c55411dc30e916.93.16866407646390000,4,0,,ts-food-service,f236cde46a5b41d5851ffe56f0969390@10.244.4.49,1686640764701,1686640764705,Mysql/JDBI/PreparedStatement/executeUpdate,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,0a3f6fdc4131469499c55411dc30e916.93.16866407646390000,5,0,,ts-food-service,f236cde46a5b41d5851ffe56f0969390@10.244.4.49,1686640764705,1686640764705,Mysql/JDBI/Connection/commit,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,0a3f6fdc4131469499c55411dc30e916.93.16866407646390000,6,0,,ts-food-service,f236cde46a5b41d5851ffe56f0969390@10.244.4.49,1686640764708,1686640764709,RabbitMQ/Topic/Queue/food_delivery/Producer,Exit,10.99.165.175:5672,rabbitmq-producer,false,MQ,,
eac5f7b784474806a2fbd6fef4000685.100.16866407634290001,feb0baf71495413bb80a18e045864f0e.94601.16866416361960000,0,-1,0a3f6fdc4131469499c55411dc30e916.93.16866407646390000,ts-delivery-service,46e2dfe258464cd1b2784b72a39bd4c8@10.244.5.49,1686641636196,1686641636197,RabbitMQ/Topic/Queue/food_delivery/Consumer,Entry,,rabbitmq-consumer,false,MQ,,
